"RowId","YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","DataValueTypeID","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","Geolocation","ClassID","TopicID","QuestionID","LocationID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2"
"BRFSS~2018~2018~13~Q21~TAC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Smoking and Alcohol Use","Binge drinking within past 30 days","Percentage of older adults who reported binge drinking within the past 30 days","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C04","TAC03","Q21","13","AGE","AGE_OVERALL","RACE","ASN"
"BRFSS~2018~2018~13~Q32~TOC07~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Self-rated health (fair to poor health)","Percentage of older adults who self-reported that their health is ""fair"" or ""poor""","%","PRCTG","Percentage","24.0","24.0",,,"22.3","25.8","Age Group","Overall","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC07","Q32","13","AGE","AGE_OVERALL","RACE","WHT"
"BRFSS~2018~2018~13~Q05~TOC06~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Overall Health","Fall with injury within last year","Percentage of older adults who have fallen and sustained an injury within last year","%","PRCTG","Percentage","12.4","12.4",,,"10.9","14.2","Age Group","50-64 years",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC06","Q05","13","AGE","5064","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q13~TNC04~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","5064","RACE","ASN"
"BRFSS~2018~2018~13~Q39~TGC04~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Intensity of caregiving among older adults","Average of 20 or more hours of care per week provided to a friend or family member","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC04","Q39","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2018~2018~13~Q15~TSC02~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Colorectal cancer screening","Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years","%","PRCTG","Percentage","69.2","69.2",,,"65.5","72.7","Age Group","Overall","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC02","Q15","13","AGE","AGE_OVERALL","RACE","BLK"
"BRFSS~2018~2018~13~Q15~TSC02~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Colorectal cancer screening","Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C03","TSC02","Q15","13","AGE","65PLUS","RACE","NAA"
"BRFSS~2018~2018~13~Q36~TGC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Provide care for a friend or family member in past month","Percentage of older adults who provided care for a friend or family member within the past month","%","PRCTG","Percentage",,,"~","No Data Available",,,"Age Group","65 years or older","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C07","TGC01","Q36","13","AGE","65PLUS","RACE","ASN"
"BRFSS~2018~2018~13~Q10~TSC10~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Up-to-date with recommended vaccines and screenings - Men","Percentage of older adult men who are up to date with select clinical preventive services","%","PRCTG","Percentage","38.4","38.4",,,"34.8","42.2","Age Group","65 years or older",,,"POINT (-83.62758034599966 32.83968109300048)","C03","TSC10","Q10","13","AGE","65PLUS","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q07~TOC05~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Overall Health","Oral health:  tooth retention","Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease","%","PRCTG","Percentage","75.5","75.5",,,"73.4","77.5","Age Group","50-64 years",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC05","Q07","13","AGE","5064","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q21~TAC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Smoking and Alcohol Use","Binge drinking within past 30 days","Percentage of older adults who reported binge drinking within the past 30 days","%","PRCTG","Percentage","8.3","8.3",,,"7.2","9.5","Age Group","Overall","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C04","TAC03","Q21","13","AGE","AGE_OVERALL","RACE","WHT"
"BRFSS~2018~2018~13~Q19~TSC04~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Diabetes screening within past 3 years","Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years","%","PRCTG","Percentage","70.5","70.5",,,"65.3","75.2","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC04","Q19","13","AGE","5064","RACE","BLK"
"BRFSS~2018~2018~13~Q03~TMC01~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Mental Health","Frequent mental distress","Percentage of older adults who are experiencing frequent mental distress","%","PRCTG","Percentage","9.0","9.0",,,"7.3","11.1","Age Group","65 years or older","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C05","TMC01","Q03","13","AGE","65PLUS","SEX","FEMALE"
"BRFSS~2018~2018~13~Q15~TSC02~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Colorectal cancer screening","Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C03","TSC02","Q15","13","AGE","5064","RACE","ASN"
"BRFSS~2018~2018~13~Q08~TOC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean","5.7","5.7",,,"5.2","6.1","Age Group","Overall","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","AGE_OVERALL","RACE","WHT"
"BRFSS~2018~2018~13~Q18~TSC08~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Influenza vaccine within past year","Percentage of older adults who reported influenza vaccine within the past year","%","PRCTG","Percentage","35.4","35.4",,,"32.6","38.2","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC08","Q18","13","AGE","5064","RACE","WHT"
"BRFSS~2018~2018~13~Q17~TAC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Smoking and Alcohol Use","Current smoking","Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days","%","PRCTG","Percentage","13.8","13.8",,,"11.0","17.2","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C04","TAC01","Q17","13","AGE","5064","RACE","BLK"
"BRFSS~2018~2018~13~Q37~TGC02~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Caregiving","Expect to provide care for someone in the next two years","Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years","%","PRCTG","Percentage","16.5","16.5",,,"14.7","18.5","Age Group","Overall","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C07","TGC02","Q37","13","AGE","AGE_OVERALL","RACE","WHT"
"BRFSS~2018~2018~13~Q34~TOC09~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Prevalence of sufficient sleep","Percentage of older adults getting sufficient sleep (>6 hours)","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC09","Q34","13","AGE","AGE_OVERALL","RACE","ASN"
"BRFSS~2018~2018~13~Q08~TOC01~AGE~OVERALL","2018","2018","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean","5.7","5.7",,,"5.3","6.1","Age Group","Overall",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","AGE_OVERALL","OVERALL","OVERALL"
"BRFSS~2018~2018~13~Q13~TNC04~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","40.0","40.0",,,"36.4","43.6","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","5064","SEX","MALE"
"BRFSS~2018~2018~13~Q27~TMC03~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Mental Health","Lifetime diagnosis of depression","Percentage of older adults with a lifetime diagnosis of depression","%","PRCTG","Percentage","20.2","20.2",,,"18.5","22.0","Age Group","Overall","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C05","TMC03","Q27","13","AGE","AGE_OVERALL","SEX","FEMALE"
"BRFSS~2018~2018~13~Q07~TOC05~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Oral health:  tooth retention","Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC05","Q07","13","AGE","AGE_OVERALL","RACE","ASN"
"BRFSS~2018~2018~13~Q10~TSC10~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Up-to-date with recommended vaccines and screenings - Men","Percentage of older adult men who are up to date with select clinical preventive services","%","PRCTG","Percentage","41.0","41.0",,,"38.3","43.7","Age Group","65 years or older","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC10","Q10","13","AGE","65PLUS","RACE","WHT"
"BRFSS~2018~2018~13~Q37~TGC02~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Caregiving","Expect to provide care for someone in the next two years","Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years","%","PRCTG","Percentage","19.6","19.6",,,"16.6","23.0","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C07","TGC02","Q37","13","AGE","5064","SEX","FEMALE"
"BRFSS~2018~2018~13~Q46~TOC10~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Overall Health","Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)","%","PRCTG","Percentage","39.1","39.1",,,"36.5","41.6","Age Group","Overall","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC10","Q46","13","AGE","AGE_OVERALL","SEX","MALE"
"BRFSS~2018~2018~13~Q27~TMC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Mental Health","Lifetime diagnosis of depression","Percentage of older adults with a lifetime diagnosis of depression","%","PRCTG","Percentage","20.4","20.4",,,"18.2","22.8","Age Group","50-64 years","Race/Ethnicity","White, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C05","TMC03","Q27","13","AGE","5064","RACE","WHT"
"BRFSS~2018~2018~13~Q17~TAC01~AGE~SEX","2018","2018","GA","Georgia","BRFSS","Smoking and Alcohol Use","Current smoking","Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days","%","PRCTG","Percentage","19.1","19.1",,,"16.5","22.0","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C04","TAC01","Q17","13","AGE","5064","SEX","MALE"
"BRFSS~2018~2018~13~Q32~TOC07~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Overall Health","Self-rated health (fair to poor health)","Percentage of older adults who self-reported that their health is ""fair"" or ""poor""","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC07","Q32","13","AGE","5064","RACE","ASN"
"BRFSS~2018~2018~13~Q20~TSC03~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Pap test within past 3 years","Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC03","Q20","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2018~2018~13~Q17~TAC01~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Smoking and Alcohol Use","Current smoking","Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C04","TAC01","Q17","13","AGE","65PLUS","RACE","NAA"
"BRFSS~2018~2018~13~Q11~TSC11~AGE~RACE","2018","2018","GA","Georgia","BRFSS","Screenings and Vaccines","Up-to-date with recommended vaccines and screenings - Women","Percentage of older adult women who are up to date with select clinical preventive services","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC11","Q11","13","AGE","5064","RACE","HIS"
